realClass,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'FA',16.9,43.7,12.1,14.7,18.3,14.8,58.7,0.0,111.0,0.5548,0.2129,0.0396,46.0,40.0,28.0,9.0,1.0,0.0225,0.1382,6.0,14.0,4717.0,155.0,0.0399,181.0,1064.8043,625,46.0,5.75,15.0,4937.0,325.27,2219.0,1375,9.0,8.0,11.0,104.0,6122625,1125,308.0566,168.4643,12866
'ST',17.0,44.6,13.0,14.3,17.9,14.6,57.4,0.0,17.0,0.5676,0.1622,51,3.0,0.0,5.0,3.0,0.0,0.0297,0.1586,0.0,11.0,1078.0,37.0,26,37.0,0.0,0.5,0.0,0.0,273.0,5030.0,122.09,579.0,1.25,0.0,4.0,5.0,133.0,1949.0,0.0,169.4783,98.0,363236
'BC',28.5,19.2,14.1,23.2,26.9,18.8,81.4,0.0,12.0,0.4706,0.4118,0.0392,2.0,6.0,0.0,0.0,0.0,0.0219,0.1315,0.0,1.0,867.0,17.0,0.0381,29.0,0.0,0.75,0.0,0.0,143.0,2513.0,63.95,465.0,0.0,0.0,4.0,0.0,119.0,2189.5,0.0,162.1852,108375,3649576
'FA',27.1,34.1,10.5,21.9,25.4,15.3,77.2,0.0,52.0,0.6866,0.2836,0.0508,16.0,24.0,9.0,2.0,0.0,0.0077,0.1347,0.0,7.0,3623.0,67.0,32,98.0,573.3571,0.8889,56.0,6.2222,11.0,5865.0,87.75,1734.0,0.0,6.0,9.0,0.0,330.0,3567.5557,0.6667,189.9882,603.8333,355679
'GA',16.4,48.2,12.6,13.6,17.0,14.0,56.9,0.0,176.0,582,194,0.0382,81.0,57.0,32.0,15.0,0.0,0.0266,0.1176,0.0,50.0,10419.0,366.0,0.0241,278.0,1145.6024,0.7273,83.0,7.5455,15.0,17223.0,827.85,596.0,6.0,20.0,11.0,66.0,180.0,8644091,1.8182,111.4713,122.5765,21133
'ST',11.0,68.3,9.5,9.2,12.4,10.6,41.7,0.0,38.0,0.48,0.1333,0.0502,8.0,19.0,8.0,8.0,0.0,0.0085,119,6.0,9.0,1655.0,75.0,0.0314,125.0,0.0,0.2,0.0,0.0,212.0,5848.0,208.61,215.0,0.2,0.0,5.0,1.0,96.0,2121.4,0.0,143.3378,110.3333,3243816
'GA',10.2,67.3,10.4,8.5,11.3,10.3,42.7,18.0,263.0,0.4801,0.1606,0.0528,56.0,47.0,149.0,39.0,20.0,0.01,0.1282,13.0,48.0,11786.0,629.0,0.0317,924.0,1821.8542,125,48.0,6.0,15.0,10853.0,53.38,3618.0,375,48.0,8.0,3.0,143.0,10931125,6.0,694.0397,135.4713,3440997
'ST',20.7,34.6,14.7,16.9,19.3,15.1,71.3,0.0,6.0,0.2222,0.2222,0.0525,0.0,2.0,0.0,0.0,0.0,0.0164,0.1279,0.0,1.0,305.0,9.0,0.0262,0.0,0.0,0.0,0.0,0.0,192.0,1420.0,105.99,1431.0,0.5,0.0,4.0,2.0,55.0,626.75,0.0,192.8462,38125,4176410
'BC',13.7,40.2,14.3,12.5,16.1,14.0,55.0,13.0,56.0,0.4684,0.1392,0.0578,39.0,11.0,9.0,1.0,1.0,37,0.1201,5.0,16.0,1541.0,79.0,0.0441,70.0,0.0,0.0,0.0,0.0,86.0,1907.0,125.88,394.0,0.1667,10.0,6.0,1.0,56.0,2142.1667,1.6667,378.0294,53.1379,239863
'ST',13.0,56.4,12.1,10.9,13.0,11.3,47.6,0.0,10.0,0.5909,0.2727,0.0474,1.0,5.0,1.0,1.0,0.0,0.0289,99,0.0,3.0,485.0,22.0,0.0351,23.0,0.0,1.0,0.0,0.0,137.0,3441.0,96.87,3452.0,1.0,0.0,1.0,1.0,92.0,3730.0,0.0,266.4286,97.0,1792946
'AC',13.7,58.1,11.1,11.4,14.9,12.5,47.0,0.0,28.0,0.5227,0.25,0.0387,3.0,15.0,3.0,2.0,1.0,0.0171,107,1.0,5.0,1112.0,44.0,0.0387,48.0,910.4211,0.1667,19.0,3.1667,15.0,3138.0,125.11,800.0,3.3333,0.0,6.0,20.0,86.0,2883.0,0.0,201.1395,222.4,8604565
'BC',13.9,54.8,12.1,11.6,14.6,12.5,53.1,0.0,61.0,0.5263,188,35,10.0,37.0,13.0,7.0,0.0,0.0166,0.0972,0.0,8.0,3199.0,133.0,0.0275,72.0,0.0,0.1818,0.0,0.0,83.0,7870.0,526.25,980.0,1.0,0.0,11.0,11.0,138.0,2449.3635,0.0,145.6378,82.0256,346986
'FA',12.1,55.3,12.3,10.4,13.9,12.4,48.4,0.0,96.0,0.4815,0.1296,0.0415,7.0,46.0,7.0,4.0,0.0,0.0173,0.1353,0.0,18.0,3177.0,162.0,0.0375,47.0,3122375,0.6667,8.0,0.5333,15.0,3971.0,49.0,1160.0,0.8667,0.0,15.0,13.0,80.0,1665.2667,0.0,93.5543,105.9,394056
'FA',18.7,27.2,16.0,16.3,20.5,17.0,64.7,0.0,67.0,0.5625,0.1719,0.0589,37.0,24.0,10.0,5.0,0.0,33,132,3.0,17.0,3516.0,128.0,0.0256,75.0,1181.2903,1.4444,31.0,3.4444,386.0,3324.0,344.58,1251.0,1.2222,9.0,9.0,11.0,116.0,4068889,1.0,92.7089,125.5714,9531
'ST',11.8,63.4,8.9,10.6,13.4,11.0,45.4,0.0,12.0,0.6667,0.1667,0.0401,1.0,2.0,2.0,1.0,0.0,0.0089,0.1448,0.0,1.0,449.0,18.0,0.0445,8.0,1885.0,0.4,2.0,0.4,17.0,1323.0,186.57,716.0,0.8,0.0,5.0,4.0,91.0,754.0,0.0,121.6129,112.25,97295
'GA',53.2,-20.5,12.9,41.7,45.4,21.2,129.9,1.0,7.0,0.4286,0.2857,0.0361,0.0,3.0,1.0,0.0,0.0,0.0139,0.1319,0.0,1.0,720.0,7.0,0.0403,30.0,1482.0,0.1667,6.0,1.0,182.0,2674.0,68.79,997.0,1.0,0.0,6.0,6.0,199.0,1482.0,0.0,355.68,720.0,10372772
'SB',10.9,64.4,10.3,9.4,12.8,11.4,44.9,0.0,2.0,0.6667,0.0,0.0323,0.0,0.0,0.0,0.0,0.0,0.0,0.1613,1.0,0.0,62.0,3.0,0.0323,3.0,0.0,0.0,0.0,0.0,164.0,361.0,115.97,364.0,0.0,0.0,1.0,0.0,30.0,639.0,0.0,42.6,31.0,5632205
'FA',15.5,51.1,12.0,13.0,15.8,13.0,52.8,0.0,90.0,0.4928,0.2077,0.0504,11.0,45.0,17.0,12.0,2.0,0.0224,0.1576,7.0,47.0,5680.0,207.0,0.0204,208.0,9960.5,1.5,4.0,0.6667,136.0,4296.0,164.99,2591.0,0.6667,11.0,6.0,4.0,132.0,6640.3335,1.8333,155.0272,129.0909,1063933
'SB',29.4,32.7,11.0,23.1,26.0,14.0,83.9,0.0,1.0,0.0,0.0,69,0.0,0.0,0.0,0.0,0.0,0.0,0.1034,0.0,0.0,58.0,1.0,0.0172,1.0,0.0,0.0,0.0,0.0,227.0,352.0,160.51,355.0,1.0,0.0,1.0,1.0,58.0,1703.0,0.0,33.3922,58.0,5269549
'ST',22.4,17.0,15.9,19.7,24.1,19.2,67.4,0.0,9.0,0.5556,0.1111,0.0439,2.0,0.0,1.0,1.0,0.0,0.0408,116,0.0,1.0,319.0,9.0,0.0502,8.0,0.0,0.0,0.0,0.0,97.0,2328.0,68.59,2339.0,0.0,0.0,1.0,0.0,56.0,11109.0,0.0,56.3909,79.75,2422743
'ST',17.7,51.1,10.8,14.6,17.4,12.7,56.4,0.0,16.0,0.5,0.2778,0.0634,3.0,8.0,1.0,0.0,0.0,0.0211,0.1333,0.0,1.0,615.0,18.0,0.0472,9.0,0.0,2.0,0.0,0.0,459.0,3755.0,324.56,3772.0,5.0,0.0,1.0,5.0,88.0,4455.0,0.0,278.4375,102.5,8610130
'FA',14.9,46.1,13.6,12.7,16.5,14.2,55.2,0.0,47.0,0.56,0.18,0.0602,6.0,7.0,16.0,1.0,0.0,0.0153,0.1167,0.0,19.0,3539.0,150.0,0.0201,143.0,713.7442,1.0,43.0,6.1429,10.0,9889.0,1702.36,1137.0,2.2857,0.0,7.0,16.0,187.0,4384.4287,0.0,369.7711,353.9,3982599
'FA',22.5,37.1,11.8,18.6,21.9,15.5,68.8,0.0,82.0,0.6066,0.2787,0.0567,37.0,37.0,7.0,7.0,0.0,0.0102,0.1234,0.0,12.0,5186.0,122.0,0.0301,109.0,539.2824,1.3333,85.0,9.4444,10.0,6319.0,201.53,1644.0,3.7778,8.0,9.0,34.0,223.0,5093222,0.8889,223.6049,246.9524,5549981
'FA',14.1,49.1,12.8,12.2,15.5,13.4,51.4,0.0,112.0,0.5025,0.1726,0.0555,22.0,40.0,11.0,11.0,0.0,0.0138,0.1169,2.0,29.0,4559.0,197.0,0.0382,100.0,1274.9143,1.0,35.0,2.9167,10.0,3921.0,108.67,2342.0,0.4167,7.0,12.0,5.0,101.0,3718.5,0.5833,305.6301,157.2069,1111728
'ST',9.4,51.0,11.8,9.7,12.7,11.7,38.9,0.0,4.0,0.75,0.25,0.0531,0.0,0.0,3.0,1.0,0.0,0.0265,0.0973,0.0,0.0,113.0,8.0,0.0442,3.0,1986.0,0.0,1.0,0.25,42.0,345.0,82.77,325.0,0.0,2.0,4.0,0.0,43.0,496.5,0.5,33661,22.6,3096933
'AC',16.7,48.7,8.9,15.3,18.2,13.3,56.4,0.0,18.0,0.6522,0.2174,0.0306,10.0,6.0,4.0,0.0,0.0,0.0233,0.0711,0.0,5.0,816.0,23.0,0.0368,19.0,0.0,0.0,0.0,0.0,31.0,1742.0,224.51,785.0,0.0,0.0,7.0,0.0,105.0,905.2857,0.0,204.4194,74.1818,1324357
'FA',16.0,46.5,12.7,13.6,16.9,14.0,56.1,4.0,123.0,0.5234,0.2298,0.0413,25.0,59.0,37.0,4.0,1.0,18,0.1218,1.0,17.0,6461.0,235.0,0.0296,253.0,1322.9268,1.0,41.0,5125,135.0,6336.0,106.71,1907.0,4.25,12.0,8.0,34.0,124.0,6780.0,1.5,193.7143,195.7879,38214
'ST',10.7,60.4,11.5,9.3,11.9,11.0,45.6,0.0,51.0,0.4937,0.1139,0.0375,3.0,18.0,7.0,2.0,0.0,0.0163,0.1267,0.0,8.0,1413.0,79.0,0.0467,26.0,5926.5,125,2.0,0.25,151.0,2642.0,40.36,500.0,1375,5.0,8.0,11.0,136.0,1481625,625,106.7838,88.3125,368557
'BC',22.9,44.1,10.6,18.4,21.6,13.8,64.4,0.0,17.0,0.6,0.3,0.0353,2.0,3.0,4.0,1.0,0.0,0.0044,0.1368,0.0,7.0,1360.0,30.0,0.0235,60.0,800.9048,0.5,21.0,2625,15.0,4435.0,451.33,949.0,875,0.0,8.0,7.0,171.0,2102375,0.0,171.6224,226.6667,885448
'ST',11.2,57.8,12.3,9.6,11.6,10.7,49.5,0.0,5.0,0.3077,0.0,0.0655,0.0,1.0,5.0,0.0,0.0,0.0175,0.1266,0.0,2.0,229.0,13.0,0.0262,19.0,0.0,0.0,0.0,0.0,132.0,1432.0,93.34,1437.0,0.0,0.0,1.0,0.0,25.0,1734.0,0.0,108375,45.8,10254613
'AC',19.7,36.9,13.4,16.6,19.9,15.7,62.6,0.0,113.0,0.6129,212,0.0511,17.0,42.0,19.0,15.0,0.0,0.0314,0.1179,0.0,29.0,7398.0,217.0,0.0249,187.0,1177.3016,1.1111,63.0,7.0,15.0,8302.0,158.81,3430.0,1.1111,14.0,9.0,10.0,377.0,8241111,1.5556,199.9191,255.1034,19226
'BC',23.2,46.2,10.5,18.3,20.8,12.0,69.0,0.0,62.0,0.8811,0.0699,0.0285,28.0,20.0,13.0,6.0,0.0,0.0058,0.0667,1.0,13.0,6592.0,143.0,0.0138,117.0,7729.8887,1.8571,9.0,1.2857,15.0,31752.0,336.58,2113.0,1.0,0.0,7.0,7.0,1693.0,9938429,0.0,119.5344,169.0256,240378
'FA',28.5,11.2,15.7,23.7,27.9,20.6,84.0,0.0,25.0,0.7273,0.2338,0.0439,19.0,4.0,1.0,0.0,0.0,23,0.1175,0.0,2.0,3737.0,77.0,0.0134,84.0,528.4359,1.8571,117.0,16.7143,15.0,10405.0,259.15,1722.0,1.0,0.0,7.0,7.0,274.0,8832429,0.0,154182,373.7,9488196
'ST',12.0,62.4,9.9,10.4,13.9,11.9,45.3,1.0,21.0,625,0.1875,0.0464,5.0,5.0,4.0,4.0,1.0,0.0212,0.1126,1.0,1.0,755.0,32.0,49,47.0,2033.5,0.0,4.0,1.0,97.0,6426.0,87.65,588.0,2.5,0.0,4.0,10.0,100.0,2033.5,0.0,100.4198,62.9167,406640
'ST',14.4,57.4,11.2,11.9,14.4,11.6,49.1,0.0,23.0,622,0.1585,0.0303,5.0,4.0,9.0,2.0,1.0,0.0078,0.0995,0.0,12.0,2181.0,82.0,16,74.0,930.6207,0.1667,29.0,4.8333,38.0,5353.0,68.25,1661.0,0.5,9.0,6.0,3.0,395.0,4498.0,1.5,223.0413,198.2727,3025201
'FA',16.2,52.9,11.9,13.1,16.7,13.4,55.6,0.0,118.0,0.5596,0.2202,0.0403,31.0,53.0,19.0,7.0,0.0,0.0118,0.1235,1.0,36.0,6379.0,218.0,0.0263,207.0,624.4024,0.8333,82.0,13.6667,14.0,4361.0,490.51,3356.0,4.1667,17.0,6.0,25.0,182.0,8533.5,2.8333,297.6802,255.16,66331
'BC',13.5,58.1,11.4,11.2,14.5,12.3,48.2,0.0,123.0,0.5231,0.1991,0.0511,20.0,79.0,34.0,9.0,0.0,0.0087,0.1197,1.0,20.0,5279.0,216.0,0.0358,213.0,789.7097,1.0,62.0,4.7692,27.0,4189.0,53.6,1413.0,0.8462,11.0,13.0,11.0,104.0,3766.3076,0.8462,368.1353,219.9583,3224922
'AC',21.2,42.9,11.2,17.5,20.3,14.0,62.5,0.0,89.0,0.5926,0.2593,0.0512,26.0,42.0,12.0,5.0,0.0,0.0159,0.0942,1.0,15.0,5532.0,135.0,0.0304,186.0,1082.8214,1.7273,56.0,5.0909,10.0,5693.0,262.91,1721.0,0.9091,5.0,11.0,10.0,193.0,5512.5454,0.4545,241.5857,368.8,159083
'BC',12.0,65.4,12.7,8.8,11.5,10.5,48.6,0.0,19.0,0.6104,0.1818,0.0243,7.0,8.0,5.0,1.0,0.0,0.0104,0.08,0.0,3.0,1438.0,77.0,0.0202,14.0,5563.3335,0.1429,3.0,0.2143,15.0,2882.0,161.93,1038.0,0.2143,3.0,14.0,3.0,147.0,1192143,0.2143,107.6774,75.6842,1257169
'GA',11.6,58.5,11.9,9.9,12.9,11.7,46.3,0.0,93.0,0.5623,0.2242,0.0367,44.0,25.0,20.0,4.0,6.0,0.0346,0.1039,2.0,17.0,5370.0,281.0,0.0259,231.0,1401129,0.1538,31.0,2.3846,14.0,10873.0,539.16,875.0,3.0,3.0,13.0,39.0,131.0,3341.1538,0.2308,184.8298,185.1724,66402
'ST',9.4,68.2,9.9,8.2,11.2,10.3,39.4,0.0,11.0,0.4318,0.0909,0.0331,8.0,4.0,7.0,2.0,0.0,0.0153,0.1287,0.0,5.0,785.0,44.0,14,35.0,0.0,0.0,0.0,0.0,90.0,2971.0,148.54,885.0,0.3333,0.0,6.0,2.0,57.0,1155.5,0.0,113.6557,78.5,2220694
'BC',13.3,64.3,9.8,11.0,13.9,11.0,45.6,0.0,130.0,0.4735,0.2163,0.0617,38.0,30.0,51.0,21.0,3.0,0.0085,0.1221,10.0,29.0,6566.0,245.0,0.0327,639.0,2433.0557,875,18.0,2.25,13.0,8230.0,36.07,778.0,0.0,14.0,8.0,0.0,86.0,5474375,1.75,425.1942,149.2273,3551591
'BC',11.3,66.3,9.6,9.6,12.6,10.7,42.8,0.0,51.0,0.5385,125,0.0391,9.0,24.0,10.0,0.0,1.0,0.0085,0.1075,0.0,9.0,2354.0,104.0,0.0302,70.0,0.0,0.0,0.0,0.0,10.0,2339.0,313.83,1162.0,0.6429,7.0,14.0,9.0,107.0,1709.9286,0.5,128016,117.7,203501
'FA',14.3,56.5,11.0,12.0,14.5,11.8,52.9,0.0,205.0,0.4716,0.1701,0.0483,37.0,87.0,27.0,16.0,0.0,0.0129,135,0.0,64.0,8945.0,335.0,31,216.0,0.0,3.0,0.0,0.0,15.0,13821.0,80.14,3023.0,0.0,9.0,8.0,0.0,91.0,11249125,1125,270.2492,182551,4804597
'ST',21.5,45.5,11.4,17.1,20.1,13.6,63.6,0.0,3.0,0.5,0.25,0.0305,0.0,1.0,0.0,0.0,0.0,0.0122,0.1098,0.0,1.0,164.0,4.0,0.0183,1.0,3150.0,0.0,1.0,0.3333,63.0,1032.0,31.5,774.0,0.0,0.0,3.0,0.0,81.0,1050.0,0.0,143.1818,82.0,5860500
'AC',11.3,64.1,10.1,9.7,13.2,11.6,42.4,0.0,25.0,0.4063,0.0938,0.0574,5.0,8.0,5.0,1.0,0.0,0.0014,0.1076,0.0,3.0,697.0,32.0,0.0459,28.0,1015.3333,1.0,6.0,3.0,120.0,2996.0,69.28,3011.0,0.5,0.0,2.0,1.0,47.0,3046.0,0.0,124.3265,63.3636,934205
'GA',15.8,55.2,11.7,12.7,15.7,12.5,52.6,0.0,95.0,0.5931,0.2554,0.0509,25.0,11.0,14.0,5.0,1.0,0.0142,0.1257,0.0,9.0,6618.0,231.0,0.0243,390.0,612.5222,0.5833,90.0,7.5,14.0,5919.0,779.5,3127.0,4.0833,3.0,12.0,49.0,197.0,4593.9165,0.25,237.6164,183.8333,584369
'BC',15.0,47.9,12.9,12.8,16.0,13.6,52.8,0.0,82.0,0.5467,0.1267,0.0483,22.0,22.0,15.0,8.0,0.0,0.0239,0.1337,2.0,32.0,3770.0,150.0,0.0265,76.0,15128.0,0.4444,2.0,0.1111,12.0,5636.0,203.39,1190.0,1.0,3.0,18.0,18.0,377.0,1680.8889,0.1667,96.0508,73.9216,31258
'BC',13.6,55.4,10.9,11.9,14.9,12.4,48.9,0.0,46.0,0.5488,0.1829,0.0482,8.0,6.0,8.0,1.0,0.0,0.0048,0.1508,1.0,12.0,2096.0,82.0,0.0363,123.0,1041.2941,0.5,17.0,2125,18.0,2006.0,196.94,552.0,375,8.0,8.0,3.0,145.0,2212.75,1.0,58.4224,72.2759,63444
'BC',18.4,42.6,12.6,15.5,19.5,15.6,60.4,0.0,27.0,0.6667,0.2143,0.0544,11.0,3.0,8.0,3.0,0.0,0.0145,0.1349,1.0,5.0,1379.0,42.0,0.0348,101.0,4768.0,0.0,3.0,0.6,36.0,5561.0,730.76,482.0,2.8,0.0,5.0,14.0,133.0,2860.8,0.0,81.7371,81.1176,9553
'GA',13.5,54.2,12.3,11.3,14.5,12.6,49.9,1.0,163.0,0.5612,0.1769,53,48.0,40.0,13.0,4.0,1.0,0.0222,0.1112,0.0,29.0,6680.0,294.0,0.0335,142.0,1292.6136,0.75,44.0,2.75,11.0,8334.0,252.2,977.0,2.1875,8.0,16.0,35.0,184.0,3554.6875,0.5,156.25,121.4545,19714
'ST',12.5,57.6,11.1,10.8,14.1,12.3,47.3,0.0,15.0,0.4118,0.1176,0.0364,3.0,1.0,4.0,0.0,0.0,0.0091,0.1209,0.0,10.0,769.0,34.0,0.0234,40.0,0.0,0.0,0.0,0.0,402.0,3137.0,426.5,979.0,0.3333,0.0,3.0,1.0,98.0,2412.6667,0.0,76.1895,96125,2370991
'SB',6.8,70.0,10.0,6.2,10.8,10.2,45.6,0.0,3.0,0.0,0.0,93,0.0,2.0,2.0,0.0,0.0,0.0233,0.1163,0.0,0.0,43.0,4.0,93,2.0,0.0,0.0,0.0,0.0,181.0,257.0,127.99,260.0,2.0,0.0,1.0,2.0,14.0,502.0,0.0,50.2,21.5,3077425
'SB',17.1,55.4,11.4,13.5,16.9,12.9,57.0,0.0,3.0,0.5,0.25,0.0625,1.0,2.0,0.0,0.0,0.0,0.0,0.0547,0.0,0.0,128.0,4.0,0.0391,2.0,0.0,0.0,0.0,0.0,246.0,587.0,192.83,590.0,0.0,0.0,2.0,0.0,45.0,1069.0,0.0,14.7448,42.6667,3024264
'SB',11.0,58.0,14.8,8.1,10.4,10.1,45.5,0.0,3.0,0.2222,0.0,0.0467,0.0,0.0,4.0,0.0,0.0,0.0,0.0748,0.0,1.0,107.0,9.0,28,6.0,0.0,0.0,0.0,0.0,426.0,734.0,301.23,743.0,3.0,0.0,1.0,3.0,16.0,1396.0,0.0,66.4762,21.4,2554718
'ST',27.6,27.0,12.0,22.5,25.1,15.7,73.0,0.0,11.0,0.6,0.2667,47,5.0,2.0,2.0,0.0,0.0,0.0127,0.1168,0.0,1.0,788.0,15.0,0.0279,21.0,1346.2856,0.0,7.0,1.4,82.0,3981.0,485.41,979.0,2.8,0.0,5.0,14.0,167.0,1884.8,0.0,140.6567,157.6,2432758
'FA',30.9,20.3,12.1,25.1,28.1,17.0,85.8,0.0,63.0,0.67,0.24,0.0397,14.0,31.0,11.0,7.0,0.0,0.0133,0.13,2.0,5.0,5924.0,100.0,0.0235,154.0,676.7959,1.5455,98.0,8.9091,10.0,7759.0,130.28,1402.0,0.8182,9.0,11.0,9.0,285.0,6029636,0.8182,209.2303,269.2727,10444102
'SB',6.8,79.5,8.8,5.5,8.4,8.5,33.0,0.0,20.0,0.4416,0.1169,0.0603,4.0,8.0,14.0,2.0,1.0,0.0096,0.1159,1.0,5.0,1044.0,77.0,22,80.0,0.0,0.0,0.0,0.0,73.0,4748.0,71.44,314.0,0.0,0.0,5.0,0.0,39.0,1465.4,0.0,281.8077,47.4545,5374465
'SB',11.4,55.3,10.3,10.9,13.8,12.2,50.3,0.0,2.0,0.6,0.2,0.0185,1.0,0.0,0.0,0.0,0.0,0.0324,0.0926,0.0,0.0,216.0,10.0,0.0231,3.0,2478.5,0.0,2.0,0.2857,38.0,782.0,79.2,547.0,0.5714,0.0,7.0,4.0,93.0,708.1429,0.0,70.8143,43.2,1464313
'SB',12.0,59.0,14.5,8.8,11.7,11.0,49.4,0.0,6.0,625,0.0625,0.0372,0.0,2.0,2.0,0.0,0.0,0.0372,95,0.0,0.0,242.0,16.0,0.0248,2.0,3186.0,0.0,1.0,0.25,11.0,813.0,291.58,416.0,0.5,0.0,4.0,2.0,92.0,796.5,0.0,138.5217,80.6667,8524931
'AC',14.5,47.0,11.8,13.1,16.4,13.8,54.8,0.0,116.0,0.5235,0.1647,0.0487,34.0,40.0,16.0,9.0,4.0,18,0.1174,2.0,22.0,4397.0,170.0,0.0482,138.0,0.0,0.0,0.0,0.0,12.0,5846.0,287.56,1184.0,1.1667,11.0,6.0,7.0,193.0,5809.1665,1.8333,106.5902,84.5577,21690
'BC',11.7,58.5,11.4,10.2,13.0,11.6,45.0,0.0,79.0,0.4795,0.1712,0.0491,4.0,23.0,8.0,7.0,0.0,0.0121,0.1143,0.0,21.0,2975.0,146.0,37,84.0,2412.6365,0.4444,11.0,1.2222,15.0,4614.0,267.5,2978.0,0.8889,9.0,9.0,8.0,107.0,2948.7778,1.0,112.9319,135.2273,7341
'GA',17.5,39.0,13.8,14.9,18.6,15.3,59.1,0.0,58.0,566,0.1792,0.0437,38.0,20.0,10.0,9.0,0.0,0.0187,0.1189,0.0,12.0,3044.0,106.0,0.0279,126.0,1161.5333,0.4545,30.0,2.7273,20.0,4446.0,217.66,1694.0,2.8182,3.0,11.0,31.0,140.0,3167818,0.2727,196.8701,132.3478,39418
'SB',15.7,57.0,12.2,12.2,15.8,12.9,48.3,0.0,6.0,0.4286,0.2857,0.0363,2.0,2.0,1.0,0.0,0.0,0.0052,0.1036,0.0,1.0,193.0,7.0,0.0518,8.0,0.0,0.0,0.0,0.0,492.0,1200.0,347.9,1211.0,1.0,0.0,1.0,1.0,52.0,2297.0,0.0,85.0741,38.6,2430077
'GA',21.0,38.8,13.2,17.1,20.6,15.7,67.7,0.0,9.0,0.6333,0.2,0.0395,0.0,10.0,1.0,0.0,0.0,0.0188,0.1516,0.0,7.0,1115.0,30.0,0.0152,10.0,827.25,0.4,16.0,3.2,147.0,4225.0,99.2,1218.0,0.4,0.0,5.0,2.0,170.0,2647.2,0.0,189.0857,278.75,9622085
'SB',12.2,65.3,12.0,9.2,11.6,10.3,47.2,0.0,9.0,0.4615,0.1154,0.0303,0.0,2.0,7.0,1.0,0.0,0.0095,0.1269,0.0,2.0,528.0,26.0,17,21.0,1793.6667,0.5,3.0,0.75,16.0,2491.0,123.43,669.0,0.0,0.0,4.0,0.0,54.0,1345.25,0.0,94.4035,105.6,1743914
'FA',10.5,63.3,10.7,9.1,11.4,10.4,43.1,13.0,136.0,0.5412,0.1735,0.0503,40.0,42.0,50.0,18.0,3.0,0.0125,0.1167,4.0,26.0,6424.0,340.0,0.0318,324.0,831.5309,1125,81.0,10125,11.0,15742.0,208.62,3654.0,2875,12.0,8.0,23.0,311.0,8419.25,1.5,310.3871,292.0,52754
'FA',28.3,27.0,12.2,22.8,26.3,17.0,79.5,0.0,72.0,0.6481,287,45,55.0,24.0,19.0,3.0,1.0,0.0186,0.1164,1.0,12.0,5800.0,108.0,0.0316,233.0,665.9626,1.0,107.0,21.4,13.0,4518.0,6.04,4326.0,0.0,14.0,5.0,0.0,346.0,14251.6,2.8,334.5446,2900.0,12164267
'BC',16.5,51.7,11.5,13.7,17.4,13.9,54.6,0.0,25.0,0.7045,0.1591,0.0393,2.0,14.0,7.0,0.0,0.0,0.0467,0.0972,0.0,4.0,1348.0,44.0,0.0215,25.0,10209.0,0.5833,1.0,0.0833,77.0,1421.0,224.75,759.0,0.6667,3.0,12.0,8.0,190.0,850.75,0.25,261.7692,67.4,1398224
'FA',12.2,57.5,11.8,10.4,13.2,11.8,46.9,0.0,118.0,0.5376,0.1882,0.0495,26.0,48.0,18.0,3.0,0.0,0.02,0.1088,0.0,9.0,3842.0,186.0,0.0455,74.0,1450.8077,0.5,26.0,1625,10.0,4085.0,152.31,1899.0,375,0.0,16.0,6.0,72.0,2357.5625,0.0,165443,142.2963,167609
'AC',15.6,40.1,13.8,13.8,18.1,15.4,56.4,4.0,63.0,0.4545,0.2975,0.0432,28.0,16.0,11.0,4.0,4.0,0.0449,0.1021,7.0,11.0,2987.0,121.0,0.0331,140.0,970.4444,0.0,27.0,3.8571,162.0,6767.0,247.49,4864.0,3.5714,0.0,7.0,25.0,97.0,3743.1428,0.0,214.7705,248.9167,1814700
'SB',7.3,56.2,10.6,8.1,10.8,10.2,36.3,0.0,2.0,0.25,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.1395,0.0,0.0,43.0,4.0,0.0465,2.0,0.0,0.0,0.0,0.0,70.0,273.0,49.5,278.0,0.0,0.0,1.0,0.0,16.0,850.0,0.0,70.8333,21.5,2008450
'SB',8.1,81.6,8.9,6.0,9.1,8.5,42.7,0.0,4.0,0.3333,0.0,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.15,0.0,1.0,100.0,6.0,0.05,9.0,0.0,0.0,0.0,0.0,211.0,845.0,597.51,214.0,0.0,0.0,1.0,0.0,27.0,1683.0,0.0,62.3333,25.0,1712282
